_id,created_at,id,screen_name:,lang,is_quote_status,is_retweet_status,full_text,quote_text
ObjectId("5eae613c65da26ed42446310"),""2020-05-03T06:14:13.000Z"",1256829397778132992,Ashy_roz,en,true,false,Morning Peepos @MdAnde1 @SyiqinKmz,Good morning...
#Singapore 
#circuitbreaker https://t.co/WOiOADvGo9
ObjectId("5eae614b65da26ed42446311"),""2020-05-03T06:14:28.000Z"",1256829460193689601,harshdass11,en,false,false,There is proof in📗 quraan sharif, who has composed shrasti🌍 in six days and on the seventh day he went to his throne🧚 and his name is kabir👑. 

@Chandrakant_cb #cb
#LordKabir_In_Vedas #COVID__19
https://t.co/kQLLh3htVP,
ObjectId("5eae616665da26ed42446312"),""2020-05-03T06:14:56.000Z"",1256829574723383296,harshdass11,en,false,true,Is creator🤴 of all the universe🌍
Almighty God👑 is Kabir 

For More information about watch Sadhana 📺tv at 7:30pm 

@Chandrakant_cb #cb 
#LordKabir_In_Vedas #IndianArmy
https://t.co/lT0xxTWsCB,
ObjectId("5eae616a65da26ed42446313"),""2020-05-03T06:15:00.000Z"",1256829592066801665,staciechan,en,false,false,Day 26 #Covid19 #circuitbreakersg: unleashing creative energy via a #podcast: Salutations from Singapore! My friend Alejandro and I regale the highs &amp; lows of living in the Lion City as expats.

Episode 1: #Dating in #Singapore- beware the brutal honesty! https://t.co/3PM4RbdBDA,
ObjectId("5eae618465da26ed42446314"),""2020-05-03T06:15:25.000Z"",1256829698048274434,SStretchsg,en,false,false,#𝘿𝙚𝙡𝙞𝙫𝙚𝙧𝙮𝙍𝙞𝙙𝙚𝙧𝙨 are your shoulder stiff from all that carrying and riding? After your delivery where your hands are free, why don't you try this stretch while the lift is coming? It's quick, simple &amp; awesome!👌🏻😉
#GrabFood #FoodPanda #Deliveroo #circuitbreaker https://t.co/c2yubjKZGz,
ObjectId("5eae618965da26ed42446315"),""2020-05-03T06:15:31.000Z"",1256829722496925697,theazlanharith,en,true,true,This CB has taught me that many singaporeans are cowards and only know how to film others. What happened to growing some balls? Is it so hard to gently remind someone? It’s not even a bad thing. This is disgusting, #stoppublicfilming,How come the mall security outside the bakery never advise this lady? #circuitbreakersg #circuitbreaker #covid19singapore #WearMask #COVID https://t.co/cmvu0sigt8
ObjectId("5eae619065da26ed42446316"),""2020-05-03T06:15:38.000Z"",1256829751517310979,mirzainal,in,true,true,Sometimes, you genuinely forgot. Mak aku gi pasar lepas tu dia complain dia lupa nak pakai mask, dah sampai pasar tenga queue baru teringat. Just remind them nicely, no need record all. Sepak jugak muka korang yang suka record ni,How come the mall security outside the bakery never advise this lady? #circuitbreakersg #circuitbreaker #covid19singapore #WearMask #COVID https://t.co/cmvu0sigt8
ObjectId("5eae619e65da26ed42446317"),""2020-05-03T06:15:51.000Z"",1256829809403011072,harshdass11,en,false,true,There is proof in📗 quraan sharif, who has composed shrasti🌍 in six days and on the seventh day he went to his throne🧚 and his name is kabir👑. 

@Chandrakant_cb #cb
#LordKabir_In_Vedas #COVID__19
https://t.co/kQLLh3htVP,
ObjectId("5eae61a265da26ed42446318"),""2020-05-03T06:15:56.000Z"",1256829827392221190,shfiqhzlkrnain,in,true,true,Sometimes, you genuinely forgot. Mak aku gi pasar lepas tu dia complain dia lupa nak pakai mask, dah sampai pasar tenga queue baru teringat. Just remind them nicely, no need record all. Sepak jugak muka korang yang suka record ni,How come the mall security outside the bakery never advise this lady? #circuitbreakersg #circuitbreaker #covid19singapore #WearMask #COVID https://t.co/cmvu0sigt8
ObjectId("5eae61c365da26ed42446319"),""2020-05-03T06:16:29.000Z"",1256829966395887617,Real_dineshdas,en,false,true,There is proof in📗 quraan sharif, who has composed shrasti🌍 in six days and on the seventh day he went to his throne🧚 and his name is kabir👑. 

@Chandrakant_cb #cb
#LordKabir_In_Vedas #COVID__19
https://t.co/LfyOh2p0wE,
ObjectId("5eae61c965da26ed4244631a"),""2020-05-03T06:16:35.000Z"",1256829991343382529,DassRohit5,en,false,true,There is proof in📗 quraan sharif, who has composed shrasti🌍 in six days and on the seventh day he went to his throne🧚 and his name is kabir👑. 

@Chandrakant_cb #cb
#LordKabir_In_Vedas #COVID__19
https://t.co/LfyOh2p0wE,
ObjectId("5eae61e465da26ed4244631b"),""2020-05-03T06:17:01.000Z"",1256830102433869826,Chandrakant_cb,en,false,false,God Kabir👑is the giver of supreme peace -📙yajurved 5:32
He can destroy💣all the sins and his name is kavir dev🤴 (God Kabir).

@Chandrakant_cb #cb 
#LordKabir_In_Vedas #WorldPressFreedomDay
 https://t.co/DHGra0B3db,
ObjectId("5eae61e765da26ed4244631c"),""2020-05-03T06:17:05.000Z"",1256830116853882880,Pradeep98739562,en,false,true,God Kabir👑is the giver of supreme peace -📙yajurved 5:32
